species,assay_id,document_id,document_doi,document_title,base_connectivity_key,fluorinated_connectivity_key,base_smiles,fluorinated_smiles,transformation,n_f_added,fluorinated_center_atom_index,formula_delta_ok,formula_delta_atomic_numbers,base_log10_clint,fluorinated_log10_clint,delta_log10_clint_f_minus_base,improved_after_fluorination,base_record_count,fluorinated_record_count,base_replicate_range_log10,fluorinated_replicate_range_log10,pair_max_replicate_range_log10,base_source_standard_types,fluorinated_source_standard_types,base_source_standard_units,fluorinated_source_standard_units,base_source_scaled_units,fluorinated_source_scaled_units,source_endpoint_type_match,source_unit_match,base_has_non_equality_record_in_assay,fluorinated_has_non_equality_record_in_assay,has_traceable_publication,overlap_any_previous_dataset,primary_quality_eligible,selected_primary_observation,manual_review_status,manual_review_note
HLM,2114596,120603,10.1021/acs.jmedchem.0c01448,Pyrazole Agonist of the Apelin Receptor Improves Symptoms of Metabolic Syndrome in Mice.,FQHBCDRUCUFIPW,RHQAUFANQUICQB,COc1cccc(OC)c1-c1cc(C(=O)N[C@@H](CCN2CCCCC2)CC(=O)NC2CCC2)nn1C1CCCC1,COc1cccc(OC)c1-c1cc(C(=O)N[C@@H](CCN2CCCCC2)CC(=O)NC2CC(F)(F)C2)nn1C1CCCC1,CH2_to_CF2,2,31,1,"{""1"": -2, ""9"": 2}",1.3010299956639813,1.510545010206612,0.20951501454263077,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,536356,44642,10.1016/j.bmcl.2008.08.105,Design and synthesis of 6-phenylnicotinamide derivatives as antagonists of TRPV1.,FQMMZAXRATYRCZ,NQDSUKJZNRLIIE,O=C(Nc1ccc2cccnc2c1)c1ccc(-c2ccccc2)nc1,O=C(Nc1ccc2cccnc2c1)c1ccc(-c2ccc(F)cc2)nc1,Ar-H_to_Ar-F,1,20,1,"{""1"": -1, ""9"": 1}",0.5595475555804343,0.2986347831244356,-0.26091277245599875,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,450509,37120,10.1021/jm070806a,Discovery of 1-[2-[(1S)-(3-dimethylaminopropionyl)amino-2-methylpropyl]-4-methylphenyl]-4-[(2R)-methyl-3-(4-chlorophenyl)-propionyl]piperazine as an orally active antagonist of the melanocortin-4 receptor for the potential treatment of cachexia.,FRHBHVROLQSPMW,NIDQERYOGAPSJL,Cc1ccc(N2CCN(C(=O)[C@H](C)Cc3ccc(Cl)cc3)CC2)c([C@@H](NC(=O)CCN(C)C)C(C)C)c1,Cc1ccc(N2CCN(C(=O)[C@H](C)Cc3ccc(Cl)cc3F)CC2)c([C@@H](NC(=O)CCN(C)C)C(C)C)c1,Ar-H_to_Ar-F,1,20,1,"{""1"": -1, ""9"": 1}",1.0863598306747482,1.2041199826559248,0.11776015198117662,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,496471,45766,10.1016/j.bmcl.2008.07.086,Discovery of benzoylpiperazines as a novel class of potent and selective GlyT1 inhibitors.,FSGKVHCWDKUUMJ,QYUJVXKCYGKGBB,CS(=O)(=O)c1ccc(-c2ccccc2)c(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1,CS(=O)(=O)c1ccc(-c2ccc(F)cc2)c(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1,Ar-H_to_Ar-F,1,11,1,"{""1"": -1, ""9"": 1}",4.147367107793786,4.147367107793786,0.0,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,977565,74639,10.1016/j.bmcl.2013.06.090,"Identification of 2,3-dihydro-1H-pyrrolo[3,4-c]pyridine-derived ureas as potent inhibitors of human nicotinamide phosphoribosyltransferase (NAMPT).",FSKWZBIVMXYVIB,LXEQFLOYTCPTOE,O=C(NCc1ccc(S(=O)(=O)C2CCCCC2)cc1)N1Cc2ccncc2C1,O=C(NCc1ccc(S(=O)(=O)C2CCC(F)(F)CC2)cc1)N1Cc2ccncc2C1,CH2_to_CF2,2,14,1,"{""1"": -2, ""9"": 2}",1.2041199826559248,0.7781512503836436,-0.42596873227228116,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2089339,119817,10.1016/j.ejmech.2020.112424,Discovery of coumarin derivatives as potent and selective cyclin-dependent kinase 9 (CDK9) inhibitors with high antitumour activity.,FTGMCTBSWOHGKU,RDOKVGWGKMHBMG,COc1cc(F)ccc1-c1ccnc(Nc2ccc3c(N4CCOCC4)c(C(C)=O)c(=O)oc3c2)n1,COc1cc(F)ccc1-c1nc(Nc2ccc3c(N4CCOCC4)c(C(C)=O)c(=O)oc3c2)ncc1F,Ar-H_to_Ar-F,1,35,1,"{""1"": -1, ""9"": 1}",1.6851862028670606,1.6570175873403687,-0.02816861552669181,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,853107,65507,10.1021/ml3000148,"A Potent and Orally Efficacious, Hydroxyethylamine-Based Inhibitor of β-Secretase.",FYUUNYNZWADHLV,MYTVXNHBRORZBI,CC(=O)N[C@@H](Cc1cccc(C(F)(F)F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,CC(=O)N[C@@H](Cc1ccc(F)c(C(F)(F)F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,Ar-H_to_Ar-F,1,9,1,"{""1"": -1, ""9"": 1}",2.556736578246606,2.1952906601109694,-0.36144591813563665,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,1925814,114173,10.1021/acs.jmedchem.6b00425,Application of a Parallel Synthetic Strategy in the Discovery of Biaryl Acyl Sulfonamides as Efficient and Selective NaV1.7 Inhibitors.,FZYCZJOQFWMVCT,DGHAHFNJROJTII,COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(OC2CCC2)c(Cl)c1,COc1cc(C(=O)NS(C)(=O)=O)c(F)cc1-c1cnc(OC2CCC2)c(Cl)c1,Ar-H_to_Ar-F,1,12,1,"{""1"": -1, ""9"": 1}",2.076786033508079,2.2750117377780112,0.19822570426993202,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2157786,121885,10.1021/acsmedchemlett.2c00055,Fluoroalkylation of Dextromethorphan Improves CNS Exposure and Metabolic Stability.,GDTQGQQSMOOSMP,AFLNMGAGYFICEC,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(C(C)(F)F)cc13,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(C(F)(F)C(F)(F)F)cc13,CH3_to_CF3,3,19,1,"{""1"": -3, ""9"": 3}",0.8284504283431942,1.0791812460476249,0.25073081770443073,0,2,2,0.1937233263129109,0.15836249209524977,0.1937233263129109,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,858344,65886,10.1016/j.bmcl.2012.08.100,Discovery and characterization of AZD9272 and AZD6538-Two novel mGluR5 negative allosteric modulators selected for clinical development.,GELAFISMURFRCA,RBSPCALDSNXWEP,N#Cc1cc(F)cc(-c2nc(-c3ccccn3)no2)c1,N#Cc1cc(F)cc(-c2nc(-c3ccc(F)cn3)no2)c1,Ar-H_to_Ar-F,1,14,1,"{""1"": -1, ""9"": 1}",2.031973689091717,1.1985196302411678,-0.833454058850549,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,1921430,113971,10.1021/acs.jmedchem.8b01679,Design and Synthesis of a Novel and Selective Kappa Opioid Receptor (KOR) Antagonist (BTRX-335140).,GEUGRQYYFPZRCQ,NWDCTXUFRKENTN,CCc1ccc2nc(N3CCC(N[C@@H]4CCCOC4)CC3)c(-c3nc(C)no3)cc2c1,CCc1cc(F)c2nc(N3CCC(N[C@@H]4CCCOC4)CC3)c(-c3nc(C)no3)cc2c1,Ar-H_to_Ar-F,1,4,1,"{""1"": -1, ""9"": 1}",1.6053050461411094,1.0791812460476249,-0.5261238000934845,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,751259,57778,10.1016/j.bmc.2011.03.035,Development and SAR of functionally selective allosteric modulators of GABAA receptors.,GHAKOMSWWPIYKC,JFIKLORMMPFPHK,CCn1cc2nc3c(-c4cc(OC)ccc4OC)cccc3c(N)c2c1O,CCn1cc2nc3c(-c4cc(OC)ccc4OC)c(F)ccc3c(N)c2c1O,Ar-H_to_Ar-F,1,18,1,"{""1"": -1, ""9"": 1}",1.2723058444020865,0.670245853074124,-0.6020599913279625,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,630935,51179,10.1016/j.bmcl.2010.03.094,"Discovery of 2-chloro-N-((4,4-difluoro-1-hydroxycyclohexyl)methyl)-5-(5-fluoropyrimidin-2-yl)benzamide as a potent and CNS penetrable P2X7 receptor antagonist.",GKCWCLHXKQQJNL,NZAHMXCZCUYJQD,O=C(NCC1(O)CCCCCC1)c1cc(-c2ccccn2)ccc1Cl,O=C(NCC1(O)CCCCCC1)c1cc(-c2ccc(F)cn2)ccc1Cl,Ar-H_to_Ar-F,1,18,1,"{""1"": -1, ""9"": 1}",1.724275869600789,1.462397997898956,-0.26187787170183285,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2072215,119235,10.1016/j.bmcl.2020.127418,"Discovery, synthesis and characterization of a series of 7-aryl-imidazo[1,2-a]pyridine-3-ylquinolines as activin-like kinase (ALK) inhibitors.",GLNHGBGBCHOYLN,VGNKRPOVFPKJEN,Cc1cc(-c2cnc3cc(-c4ccc(C5COCCN5)cc4)ccn23)c2ccccc2n1,Cc1cc(-c2cnc3cc(-c4ccc(C5COCCN5)cc4)ccn23)c2cc(F)ccc2n1,Ar-H_to_Ar-F,1,27,1,"{""1"": -1, ""9"": 1}",2.143014800254095,2.1271047983648077,-0.015910001889287262,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2223393,123813,10.1021/acs.jmedchem.2c00313,SAGE-718: A First-in-Class <i>N</i>-Methyl-d-Aspartate Receptor Positive Allosteric Modulator for the Potential Treatment of Cognitive Impairment.,GLXBRGHIMATFKV,BVBRUQYHUXKZMQ,C[C@H](CCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@H](CC[C@](C)(O)C(F)(F)F)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,CH3_to_CF3,3,7,1,"{""1"": -3, ""9"": 3}",0.823930455125564,0.823930455125564,0.0,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2120429,120836,10.1016/j.ejmech.2021.113718,Synthesis and analysis of dihydrotetrabenazine derivatives as novel vesicular monoamine transporter 2 inhibitors.,GMIKCMWFQLESAU,JXFGMMABBUBPCW,CCOc1cc2c(cc1OC)C1CC(O)C(CC(C)C)CN1CC2,COc1cc2c(cc1OCC(F)(F)F)CCN1CC(CC(C)C)C(O)CC21,CH3_to_CF3,3,10,1,"{""1"": -3, ""9"": 3}",1.1583624920952498,0.9344984512435677,-0.2238640408516821,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,812134,61472,10.1016/j.bmcl.2012.01.015,"Discovery and hit-to-lead optimization of pyrrolopyrimidines as potent, state-dependent Na(v)1.7 antagonists.",GMNUDKNXDRQFJE,BEJUVCBQQYRZCJ,Cc1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,FC(F)(F)c1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,CH3_to_CF3,3,1,1,"{""1"": -3, ""9"": 3}",2.2613104601006233,2.3186058640550558,0.057295403954432444,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,820024,62033,10.1016/j.bmcl.2012.04.128,"N-Methyl-3-(tetrahydro-2H-pyran-4-yl)-2,3,4,9-tetrahydro-1H-carbazole-6-carboxamides as a novel class of cannabinoid receptors agonists with low CNS penetration.",GMNVCBCXIRKAHE,LHROVEQUEJTMFN,CCNC(=O)CC[C@@H](CO)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1,CN(C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1)[C@H](CO)CCC(=O)NCCF,C-H_to_C-F,1,33,1,"{""1"": -1, ""9"": 1}",1.390405156480081,1.499549625905149,0.10914446942506806,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2266261,125043,10.1021/acsmedchemlett.2c00500,Macrocyclic Retinoic Acid Receptor-Related Orphan Receptor C2 Inverse Agonists.,GMUUZFVHYAPQEI,VXFMIUPXRHHRGD,Cc1c2cccc1NS(=O)(=O)CCCCC[C@H]1CN(CCN1C(=O)C(C)C)C2,Cc1c2cc(F)cc1NS(=O)(=O)CCCCC[C@H]1CN(CCN1C(=O)C(C)C)C2,Ar-H_to_Ar-F,1,4,1,"{""1"": -1, ""9"": 1}",2.4164907247943224,2.379939722801916,-0.03655100199240646,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,467091,38671,10.1021/jm701487t,Benzodioxoles: novel cannabinoid-1 receptor inverse agonists for the treatment of obesity.,GNUDAIROHJOQGV,VUCKSZWMRCSPME,O=C(c1ccc2c(c1)OC(c1ccc(F)cc1)(c1ccc(Cl)cc1Cl)O2)N1CCOCC1,O=C(c1cc2c(cc1F)OC(c1ccc(F)cc1)(c1ccc(Cl)cc1Cl)O2)N1CCOCC1,Ar-H_to_Ar-F,1,7,1,"{""1"": -1, ""9"": 1}",1.3469394626989906,1.0681858617461617,-0.27875360095282886,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2118298,120738,10.1021/acs.jmedchem.1c00847,GDC-9545 (Giredestrant): A Potent and Orally Bioavailable Selective Estrogen Receptor Antagonist and Degrader with an Exceptional Preclinical Profile for ER+ Breast Cancer.,GQCXHIKRWBIQMD,CQQRFPSWPGCKCH,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,C[C@@H]1Cc2c([nH]c3cccc(F)c23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,Ar-H_to_Ar-F,1,10,1,"{""1"": -1, ""9"": 1}",1.0413926851582251,1.0791812460476249,0.03778856088939975,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2118298,120738,10.1021/acs.jmedchem.1c00847,GDC-9545 (Giredestrant): A Potent and Orally Bioavailable Selective Estrogen Receptor Antagonist and Degrader with an Exceptional Preclinical Profile for ER+ Breast Cancer.,GQCXHIKRWBIQMD,DGCYBRDAKZFTDA,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,C[C@@H]1Cc2c([nH]c3c(F)cccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,Ar-H_to_Ar-F,1,7,1,"{""1"": -1, ""9"": 1}",1.0413926851582251,1.0413926851582251,0.0,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2118298,120738,10.1021/acs.jmedchem.1c00847,GDC-9545 (Giredestrant): A Potent and Orally Bioavailable Selective Estrogen Receptor Antagonist and Degrader with an Exceptional Preclinical Profile for ER+ Breast Cancer.,GQCXHIKRWBIQMD,IHPLYTHECYNRBF,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,C[C@@H]1Cc2c([nH]c3ccc(F)cc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,Ar-H_to_Ar-F,1,9,1,"{""1"": -1, ""9"": 1}",1.0413926851582251,1.0,-0.04139268515822514,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2118298,120738,10.1021/acs.jmedchem.1c00847,GDC-9545 (Giredestrant): A Potent and Orally Bioavailable Selective Estrogen Receptor Antagonist and Degrader with an Exceptional Preclinical Profile for ER+ Breast Cancer.,GQCXHIKRWBIQMD,NESQDZKUKHWOLS,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,C[C@@H]1Cc2c([nH]c3cc(F)ccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,Ar-H_to_Ar-F,1,8,1,"{""1"": -1, ""9"": 1}",1.0413926851582251,0.9542425094393249,-0.08715017571890027,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2216919,123549,10.1021/acs.jmedchem.2c00676,"Design, Synthesis, and Pharmacological Evaluation of Benzimidazolo-thiazoles as Potent CXCR3 Antagonists with Therapeutic Potential in Autoimmune Diseases: Discovery of ACT-672125.",GQETWNSPPDJJEM,PTPLFXLDZSNCPH,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4ccccc4[nH]3)C[C@H]2C)n1,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4c(F)cccc4[nH]3)C[C@H]2C)n1,Ar-H_to_Ar-F,1,25,1,"{""1"": -1, ""9"": 1}",1.545307116465824,1.4483971034577676,-0.09691001300805646,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,812134,61472,10.1016/j.bmcl.2012.01.015,"Discovery and hit-to-lead optimization of pyrrolopyrimidines as potent, state-dependent Na(v)1.7 antagonists.",GQJOVRAJLZZUTH,UMLBPTKZCLVUIO,Cc1ccccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,FC(F)(F)c1ccccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,CH3_to_CF3,3,1,1,"{""1"": -3, ""9"": 3}",2.4897897886159925,2.464385208841898,-0.025404579774094493,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,751259,57778,10.1016/j.bmc.2011.03.035,Development and SAR of functionally selective allosteric modulators of GABAA receptors.,GQMUWCBZEGCPJZ,WGCPZHIFHUFWEV,COc1ccc(OC)c(-c2cccc3c(N)c4c(O)n(C5CCC5)cc4nc23)c1,COc1ccc(OC)c(-c2c(F)ccc3c(N)c4c(O)n(C5CCC5)cc4nc23)c1,Ar-H_to_Ar-F,1,10,1,"{""1"": -1, ""9"": 1}",1.7402837196818792,1.8316138553090988,0.09133013562721959,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,1793528,109728,10.1021/acs.jmedchem.8b01222,Reducing the Lipophilicity of Perfluoroalkyl Groups by CF2-F/CF2-Me or CF3/CH3 Exchange.,GRHBODILPPXVKN,VDMBOSAQISDFJX,CCCCOc1cccc(CCNCC(=O)N(C)C)c1,CN(C)C(=O)CNCCc1cccc(OCCC(C)(F)F)c1,CH2_to_CF2,2,17,1,"{""1"": -2, ""9"": 2}",1.1821292140529984,0.9132839017604184,-0.26884531229258,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,834895,63001,10.1016/j.bmcl.2012.06.087,Orally available pyridinylpyrimidine derivatives as novel RANKL-induced osteoclastogenesis inhibitors.,GZIPJTDUDKQMMA,WZTXCIJAMBUMOO,COc1cnc(-c2ccccn2)nc1NCc1ccccc1C(F)(F)F,COc1cnc(-c2ccccn2)nc1NCc1ccc(F)cc1C(F)(F)F,Ar-H_to_Ar-F,1,19,1,"{""1"": -1, ""9"": 1}",1.8864907251724818,1.8864907251724818,0.0,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2262312,124870,10.1016/j.bmcl.2022.129006,Synthesis and antidepressant activity of novel 1-(1-benzoylpiperidin-4-yl) methanamine derivatives selectively targeting SSRI/5-HT<sub>1A</sub>.,HCVIGPQXPNXQSD,GHTQLAJAELADED,O=C(c1cccc(Cl)c1)N1CCC(CNCCCc2c[nH]c3ccc(F)cc23)CC1,O=C(c1ccc(F)c(Cl)c1)N1CCC(CNCCCc2c[nH]c3ccc(F)cc23)CC1,Ar-H_to_Ar-F,1,5,1,"{""1"": -1, ""9"": 1}",2.2523092159858327,1.7826832703959676,-0.46962594558986503,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,834895,63001,10.1016/j.bmcl.2012.06.087,Orally available pyridinylpyrimidine derivatives as novel RANKL-induced osteoclastogenesis inhibitors.,HDTFWSMQGOILNL,NSROMLZGKSTOEF,COc1cnc(-c2ccccn2)nc1N1CCCC1,COc1cnc(-c2ccccn2)nc1N1CCC(F)(F)C1,CH2_to_CF2,2,17,1,"{""1"": -2, ""9"": 2}",2.660865478003869,2.4913616938342726,-0.16950378416959655,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,657974,52714,10.1021/jm100482n,"Design and synthesis of novel tricyclic benzoxazines as potent 5-HT(1A/B/D) receptor antagonists leading to the discovery of 6-{2-[4-(2-methyl-5-quinolinyl)-1-piperazinyl]ethyl}-4H-imidazo[5,1-c][1,4]benzoxazine-3-carboxamide (GSK588045).",HEHHNIMMUJHLIO,SKGSBVPKDPLIEF,Cc1cn2c(n1)COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nc(C(F)(F)F)cn4-5)CC3)cccc2n1,CH3_to_CF3,3,23,1,"{""1"": -3, ""9"": 3}",0.5453071164658241,0.10957854690438673,-0.43572856956143735,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,637914,51593,10.1016/j.bmc.2010.04.077,"A statistical analysis of in vitro human microsomal metabolic stability of small phenyl group substituents, leading to improved design sets for parallel SAR exploration of a chemical series.",HFWSBSZUEUHMRM,OJRBYISQZIBETE,Cc1ccc(C(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)cc1,O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccc(C(F)(F)F)cc2)CC1,CH3_to_CF3,3,19,1,"{""1"": -3, ""9"": 3}",1.6893621435211967,1.258517559916453,-0.43084458360474365,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
