Internal ID,Vendor ID,SMILES,CollectionName,LOG HLM_CLint (mL/min/kg),LOG MDR1-MDCK ER (B-A/A-B),LOG SOLUBILITY PH 6.8 (ug/mL),LOG PLASMA PROTEIN BINDING (HUMAN) (% unbound),LOG PLASMA PROTEIN BINDING (RAT) (% unbound),LOG RLM_CLint (mL/min/kg),valid_structure,canonical_smiles,murcko_scaffold,is_fluorinated,fluorine_subgroup,fluoro_F_count,fluoro_has_fluorine,fluoro_F_fraction_heavy,fluoro_fluorinated_carbon_count,fluoro_max_F_per_carbon,fluoro_single_F_carbon_count,fluoro_CF2_carbon_count,fluoro_CF3_carbon_count,fluoro_CHF_carbon_count,fluoro_CH2F_carbon_count,fluoro_trifluoromethyl_count,fluoro_aryl_F_count,fluoro_alkyl_F_count,fluoro_vinyl_F_count,fluoro_ring_bound_F_count,fluoro_fluorinated_aromatic_ring_count,fluoro_aryl_CF3_count,fluoro_alpha_hetero_F_count,fluoro_beta_hetero_F_count,fluoro_F_within_2_bonds_hetero_count,fluoro_F_within_3_bonds_hetero_count,fluoro_F_to_hetero_min_distance,fluoro_F_to_hetero_mean_min_distance,fluoro_ortho_hetero_aromatic_F_count,fluoro_meta_hetero_aromatic_F_count,fluoro_para_hetero_aromatic_F_count,fluoro_F_atom_gasteiger_charge_mean,fluoro_F_atom_gasteiger_charge_min,fluoro_F_atom_gasteiger_charge_max,fluoro_CF_carbon_gasteiger_charge_mean,fluoro_CF_carbon_degree_mean,fluoro_CF_carbon_total_h_mean,fluoro_CF_bond_length_mean_A,fluoro_CF_bond_length_min_A,fluoro_CF_bond_length_max_A,fluoro_F_substituent_entropy,official_hlm_split,hash_hlm_split,scaffold_fold,hlm_left_censored,rlm_left_censored,paired_endpoint_available,log_clint_human_minus_rat,hlm_low_clearance
Mol534,50282995,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,emolecules,0.948706309,0.687865037,1.154423973,,,2.109244346,True,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,c1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,0,0,0,1,-1.1605380370000002,1.0
Mol535,31836142,Cc1ccc(C(=O)Nc2ccccc2-c2ccccc2)o1,emolecules,2.410677714,-0.332738654,1.550228353,,,2.701628419,True,Cc1ccc(C(=O)Nc2ccccc2-c2ccccc2)o1,O=C(Nc1ccccc1-c1ccccc1)c1ccco1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,4,0,0,1,-0.29095070499999975,0.0
Mol536,45769048,CN(CCN1CCOC1=O)C(=O)c1cc2cc(Br)ccc2o1,emolecules,1.121494186,0.358545611,1.706973676,,,2.031275125,True,CN(CCN1CCOC1=O)C(=O)c1cc2cc(Br)ccc2o1,O=C(NCCN1CCOC1=O)c1cc2ccccc2o1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,0,0,0,1,-0.909780939,1.0
Mol537,89942288,CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,emolecules,0.788168371,0.117090365,0.808885867,,,1.41575771,True,CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,c1ncc(-c2nc(N3CCOCC3)c3nc4n(c3n2)CCOC4)cn1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,3,0,0,1,-0.627589339,1.0
Mol538,323908,CC(=O)N1CCN(c2ncc(-c3cc(C)no3)c([C@H]3CCCO3)n2)CC1,emolecules,0.675686709,0.387457742,1.836197481,,,1.35987341,True,CC(=O)N1CCN(c2ncc(-c3cc(C)no3)c([C@H]3CCCO3)n2)CC1,c1cc(-c2cnc(N3CCNCC3)nc2[C@H]2CCCO2)on1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,3,1,0,1,-0.684186701,1.0
Mol539,36680675,CCSCc1nc(N)c2ccccc2n1,emolecules,1.481471294,-0.166927023,1.4827307,,,2.081602912,True,CCSCc1nc(N)c2ccccc2n1,c1ccc2ncncc2c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,1,0,0,1,-0.600131618,1.0
Mol540,184569,CNC(=O)c1sc2ncccc2c1[C@H]1CC[C@H](CNC(=O)COc2ccccc2)CC1,emolecules,2.011138895,1.490875382,1.959851955,,,3.027395685,True,CNC(=O)c1sc2ncccc2c1[C@H]1CC[C@H](CNC(=O)COc2ccccc2)CC1,O=C(COc1ccccc1)NC[C@H]1CC[C@H](c2csc3ncccc32)CC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,0,0,1,-1.01625679,0.0
Mol541,32130309,O=C(C1CCC1)N1CCC(c2ncc(-c3ccc(F)c(F)c3)[nH]2)CC1,emolecules,1.635182049,0.544452712,1.756331767,,,3.438004091,True,O=C(C1CCC1)N1CCC(c2ncc(-c3ccc(F)c(F)c3)[nH]2)CC1,O=C(C1CCC1)N1CCC(c2ncc(-c3ccccc3)[nH]2)CC1,1,aryl-F without CF3,2,1,0.08,2,1,2,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,5.0,5.5,0,0,0,-0.2037563886374858,-0.20376841387237837,-0.20374436340259325,0.15868388024162366,3.0,0.0,,,,1.0,not_in_hlm_endpoint,test,0,0,0,1,-1.8028220419999998,1.0
Mol542,32148273,CC(C)C(=O)Nc1ncn(Cc2cccnc2)n1,emolecules,0.675686709,1.212996707,1.579669294,,,1.027920136,True,CC(C)C(=O)Nc1ncn(Cc2cccnc2)n1,c1cncc(Cn2cncn2)c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,1,1,1,-0.35223342700000004,1.0
Mol543,31965105,Cc1csc(NC(=O)CCc2ccncc2)n1,emolecules,0.675686709,-0.057438597,1.580924976,,,1.656059852,True,Cc1csc(NC(=O)CCc2ccncc2)n1,O=C(CCc1ccncc1)Nc1nccs1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,3,1,0,1,-0.980373143,1.0
Mol544,49149133,CSc1cccc(-c2ccccc2-c2nnc(C)o2)c1,emolecules,2.161347036,-0.18551033,1.618466492,,,3.391068553,True,CSc1cccc(-c2ccccc2-c2nnc(C)o2)c1,c1ccc(-c2ccccc2-c2nnco2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,0,0,1,-1.2297215170000002,0.0
Mol545,33365153,O=C(c1cc(-c2cccc(Cl)c2)on1)N1CCC(n2cccc2)CC1,emolecules,1.188759793,-0.156295413,1.019946682,,,2.437874177,True,O=C(c1cc(-c2cccc(Cl)c2)on1)N1CCC(n2cccc2)CC1,O=C(c1cc(-c2ccccc2)on1)N1CCC(n2cccc2)CC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,0,0,0,1,-1.2491143839999999,1.0
Mol546,1195337,Nc1ccc2[nH]c(CCc3ccccc3)nc2c1,emolecules,0.675686709,0.102569807,1.5594278,,,1.459422646,True,Nc1ccc2[nH]c(CCc3ccccc3)nc2c1,c1ccc(CCc2nc3ccccc3[nH]2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,1,0,1,-0.7837359369999999,1.0
Mol547,32389082,Cc1ccc2c(C(=O)N(C)C)cc(-c3cnc(C(C)C)nc3)nc2c1C,emolecules,1.222742476,0.289342383,0.385606274,,,2.921989596,True,Cc1ccc2c(C(=O)N(C)C)cc(-c3cnc(C(C)C)nc3)nc2c1C,c1ccc2nc(-c3cncnc3)ccc2c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,3,0,0,1,-1.6992471199999999,1.0
Mol548,24881110,COc1ccc2nc(CN3CCC(O)(c4ccc(C)cc4)CC3)ccc2c1,emolecules,1.648516134,-0.314692176,1.472463897,,,2.800172495,True,COc1ccc2nc(CN3CCC(O)(c4ccc(C)cc4)CC3)ccc2c1,c1ccc(C2CCN(Cc3ccc4ccccc4n3)CC2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-1.151656361,1.0
Mol549,2344317,Fc1ccccc1CN1CCN(c2ncccn2)CC1,emolecules,1.927878283,-0.144563043,1.558708571,,,2.902895597,True,Fc1ccccc1CN1CCN(c2ncccn2)CC1,c1ccc(CN2CCN(c3ncccn3)CC2)cc1,1,aryl-F without CF3,1,1,0.05,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4.0,4.0,0,0,0,-0.20665297850991346,-0.20665297850991346,-0.20665297850991346,0.1271995237398271,3.0,0.0,,,,-0.0,train,train,4,0,0,1,-0.975017314,0.0
Mol550,36925362,CN(Cc1ccn(-c2ccccc2)n1)C(=O)c1ccc(O)nc1,emolecules,0.675686709,1.488598503,1.59736605,,,1.027920136,True,CN(Cc1ccn(-c2ccccc2)n1)C(=O)c1ccc(O)nc1,O=C(NCc1ccn(-c2ccccc2)n1)c1cccnc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,not_in_hlm_endpoint,train,0,1,1,1,-0.35223342700000004,1.0
Mol551,36925778,O=C(c1noc2c1CCCC2)N1CCN(c2ncccn2)CC1,emolecules,1.013805927,-0.204917903,1.726727209,,,3.464581643,True,O=C(c1noc2c1CCCC2)N1CCN(c2ncccn2)CC1,O=C(c1noc2c1CCCC2)N1CCN(c2ncccn2)CC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,0,0,0,1,-2.450775716,1.0
Mol552,25018171,CN(Cc1ccc2c(c1)OCO2)Cc1ccccc1C#N,emolecules,1.943261973,-0.454856064,1.448087667,,,3.613144912,True,CN(Cc1ccc2c(c1)OCO2)Cc1ccccc1C#N,c1ccc(CNCc2ccc3c(c2)OCO3)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,4,0,0,1,-1.669882939,0.0
Mol553,36562566,CC1(C)O[C@@](C)([C@H]2CC3(CCNCC3)CO2)CC[C@@H]1O,emolecules,0.675686709,-0.353679122,1.62910365,,,1.027920136,True,CC1(C)O[C@@](C)([C@H]2CC3(CCNCC3)CO2)CC[C@@H]1O,C1CCC([C@H]2CC3(CCNCC3)CO2)OC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,0,1,1,1,-0.35223342700000004,1.0
Mol554,43375385,CC1(C)CN(CC(=O)NCC#N)c2cccc(Cl)c21,emolecules,1.327174959,-0.223714513,1.455453969,,,2.64729395,True,CC1(C)CN(CC(=O)NCC#N)c2cccc(Cl)c21,c1ccc2c(c1)CCN2,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,0,0,1,-1.320118991,1.0
Mol555,48247754,Cc1ccc(C(=O)NC2CCN(CC#N)CC2)cc1Br,emolecules,0.675686709,-0.045748652,0.309630167,,,1.989467616,True,Cc1ccc(C(=O)NC2CCN(CC#N)CC2)cc1Br,O=C(NC1CCNCC1)c1ccccc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,1,0,1,-1.313780907,1.0
Mol556,48286431,Cc1nc(-c2ccc(Cl)c(Cl)c2)n(CC(C)(C)O)n1,emolecules,0.675686709,-0.197835591,1.622524862,,,1.027920136,True,Cc1nc(-c2ccc(Cl)c(Cl)c2)n(CC(C)(C)O)n1,c1ccc(-c2ncn[nH]2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,2,1,1,1,-0.35223342700000004,1.0
Mol557,45652159,Cc1csc(N(C(=O)c2cc3c(C)nn(C)c3s2)C2CC2)n1,emolecules,2.081761239,-0.192168725,1.758381942,,,2.407188583,True,Cc1csc(N(C(=O)c2cc3c(C)nn(C)c3s2)C2CC2)n1,O=C(c1cc2cn[nH]c2s1)N(c1nccs1)C1CC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,0,0,1,-0.32542734399999995,0.0
Mol558,2047138,CC(=O)Nc1cccc(OC(=O)N2CCOCC2)c1,emolecules,0.877428941,0.418813542,1.753812784,,,1.027920136,True,CC(=O)Nc1cccc(OC(=O)N2CCOCC2)c1,O=C(Oc1ccccc1)N1CCOCC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,1,0,1,1,-0.15049119500000008,1.0
Mol559,42961772,Cc1cccnc1CNc1ccc(C#N)cc1F,emolecules,1.517354274,-0.280988531,1.556181847,,,2.207171016,True,Cc1cccnc1CNc1ccc(C#N)cc1F,c1ccc(NCc2ccccn2)cc1,1,aryl-F without CF3,1,1,0.05555555555555555,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,3.0,3.0,0,0,0,-0.20466954529459874,-0.20466954529459874,-0.20466954529459874,0.14710671503683503,3.0,0.0,,,,-0.0,test,train,3,0,0,1,-0.6898167420000003,1.0
Mol560,72972996,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,emolecules,2.17668439,0.026700372,1.578524605,,,2.854780773,True,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,c1ccc(OCc2cccnc2-c2ccn[nH]2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,3,0,0,1,-0.6780963829999997,0.0
Mol561,48784969,Cn1cc(NC(=O)[C@@H]2CCCCN2C(=O)OC(C)(C)C)cn1,emolecules,0.675686709,0.612987096,1.827692289,,,1.449940989,True,Cn1cc(NC(=O)[C@@H]2CCCCN2C(=O)OC(C)(C)C)cn1,O=C(Nc1cn[nH]c1)[C@@H]1CCCCN1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,not_in_hlm_endpoint,train,4,1,0,1,-0.7742542799999999,1.0
Mol562,11995039,O=C(Nc1ccc(F)cc1F)N1CCn2c1nc1ccccc12,emolecules,1.894703653,-0.329942806,0.785329835,,,1.954719971,True,O=C(Nc1ccc(F)cc1F)N1CCn2c1nc1ccccc12,O=C(Nc1ccccc1)N1CCn2c1nc1ccccc12,1,aryl-F without CF3,2,1,0.08695652173913043,2,1,2,0,0,0,0,0,2,0,0,2,1,0,0,1,0,1,3.0,4.0,0,0,0,-0.20574336591301423,-0.2068970049737345,-0.20458972685229396,0.1374776682391051,3.0,0.0,,,,1.0,train,train,2,0,0,1,-0.06001631799999996,0.0
Mol563,9760971,O=C(Cn1c(-c2ccc(F)cc2)nc2ccccc21)N1CCOCC1,emolecules,0.675686709,1.108277615,1.736953954,,,1.027920136,True,O=C(Cn1c(-c2ccc(F)cc2)nc2ccccc21)N1CCOCC1,O=C(Cn1c(-c2ccccc2)nc2ccccc21)N1CCOCC1,1,aryl-F without CF3,1,1,0.04,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,6.0,6.0,0,0,0,-0.20701173267794187,-0.20701173267794187,-0.20701173267794187,0.1227545273993689,3.0,0.0,,,,-0.0,test,train,3,1,1,1,-0.35223342700000004,1.0
Mol564,76018455,C[C@@H](CO)Nc1nc(C(F)(F)F)nc2[nH]cnc12,emolecules,0.675686709,0.827538202,1.602059991,,,1.027920136,True,C[C@@H](CO)Nc1nc(C(F)(F)F)nc2[nH]cnc12,c1ncc2nc[nH]c2n1,1,CF3-containing,3,1,0.16666666666666666,1,3,0,0,1,0,0,1,0,3,0,0,0,1,0,3,0,3,3.0,3.0,0,0,0,-0.16312794667314606,-0.16312794667314606,-0.16312794667314606,0.45118108755454767,4.0,0.0,,,,-0.0,train,train,3,1,1,1,-0.35223342700000004,1.0
Mol565,36355642,CC(=O)N1CCN(C(=O)c2ccc(-c3ccc(F)cc3)cc2F)CC1,emolecules,0.675686709,0.167829909,1.872447648,,,1.300552009,True,CC(=O)N1CCN(C(=O)c2ccc(-c3ccc(F)cc3)cc2F)CC1,O=C(c1ccc(-c2ccccc2)cc1)N1CCNCC1,1,aryl-F without CF3,2,1,0.08,2,1,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,4.0,7.0,0,0,0,-0.20655897757585534,-0.20701176416761674,-0.20610619098409397,0.1294137586801407,3.0,0.0,,,,1.0,train,test,3,1,0,1,-0.6248653,1.0
Mol566,45688619,COCc1ccccc1CNc1ccc2cc(C#N)ccc2n1,emolecules,1.867820908,-0.354728807,0.416640507,,,2.632489686,True,COCc1ccccc1CNc1ccc2cc(C#N)ccc2n1,c1ccc(CNc2ccc3ccccc3n2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,0,0,0,1,-0.7646687780000001,0.0
Mol567,48749260,Cc1csc(CN(C)c2ccnc(N(C)C)n2)n1,emolecules,1.073058161,-0.238222585,1.660770644,,,2.737356467,True,Cc1csc(CN(C)c2ccnc(N(C)C)n2)n1,c1cc(NCc2nccs2)ncn1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,2,0,0,1,-1.664298306,1.0
Mol568,49146795,Cn1cc(C#N)cc1-c1nc(C2CC2)nn1CCc1ccccc1,emolecules,2.263813537,-0.030456182,1.692318044,,,3.271445916,True,Cn1cc(C#N)cc1-c1nc(C2CC2)nn1CCc1ccccc1,c1ccc(CCn2nc(C3CC3)nc2-c2ccc[nH]2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,0,0,0,1,-1.007632379,0.0
Mol569,27513231,Nc1nnc(-c2ccc3c(c2)OCCO3)o1,emolecules,0.675686709,-0.182504795,1.368658712,,,1.788309812,True,Nc1nnc(-c2ccc3c(c2)OCCO3)o1,c1nnc(-c2ccc3c(c2)OCCO3)o1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,3,1,0,1,-1.112623103,1.0
Mol570,36275216,N#CCCCN1CCN(c2cc(C#N)ccn2)CC1,emolecules,0.675686709,-0.251844489,1.615318657,,,2.255197704,True,N#CCCCN1CCN(c2cc(C#N)ccn2)CC1,c1ccc(N2CCNCC2)nc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,1,0,1,-1.579510995,1.0
Mol571,43133355,CCc1ccccc1NC(=O)CCn1ccnc1-c1ccc2c(c1)OCO2,emolecules,2.100329182,1.344515239,1.623662707,,,2.949836759,True,CCc1ccccc1NC(=O)CCn1ccnc1-c1ccc2c(c1)OCO2,O=C(CCn1ccnc1-c1ccc2c(c1)OCO2)Nc1ccccc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,3,0,0,1,-0.8495075770000002,0.0
Mol572,2858011,CC(C)Cn1cnc2c1c(=O)[nH]c(=O)n2CC(C)C,emolecules,0.675686709,0.291271951,1.743039155,,,1.868850077,True,CC(C)Cn1cnc2c1c(=O)[nH]c(=O)n2CC(C)C,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,4,1,0,1,-1.193163368,1.0
Mol573,44436449,CCn1ccc2cc(C(=O)N3CCN(c4ccc(C)cc4)C(=O)C3)ccc21,emolecules,1.079904468,0.393428153,1.660201201,,,2.415362368,True,CCn1ccc2cc(C(=O)N3CCN(c4ccc(C)cc4)C(=O)C3)ccc21,O=C(c1ccc2[nH]ccc2c1)N1CCN(c2ccccc2)C(=O)C1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,0,0,1,-1.3354578999999998,1.0
Mol574,49976422,Cn1cc(-c2nnc(NCc3ccc4ccccc4c3)o2)cn1,emolecules,0.853637382,-0.154029405,1.050379756,,,1.665796678,True,Cn1cc(-c2nnc(NCc3ccc4ccccc4c3)o2)cn1,c1ccc2cc(CNc3nnc(-c4cn[nH]c4)o3)ccc2c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,test,1,0,0,1,-0.812159296,1.0
Mol575,30640320,Cc1nn(C)c(C)c1NC(=O)CN1CCN(c2nccs2)CC1,emolecules,0.675686709,1.277060596,1.765072201,,,1.156458285,True,Cc1nn(C)c(C)c1NC(=O)CN1CCN(c2nccs2)CC1,O=C(CN1CCN(c2nccs2)CC1)Nc1cn[nH]c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,1,0,1,-0.480771576,1.0
Mol576,41949940,CCc1c(N)cnn1-c1ccccc1C,emolecules,0.909235003,-0.169532811,1.569841899,,,2.217907504,True,CCc1c(N)cnn1-c1ccccc1C,c1ccc(-n2cccn2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,3,0,0,1,-1.3086725009999998,1.0
Mol577,151551,Cn1ccc(C(=O)N2CCCC(c3cccc(-c4cccc(Cl)c4)n3)C2)n1,emolecules,1.799071617,-0.084921164,1.426511261,,,2.825639642,True,Cn1ccc(C(=O)N2CCCC(c3cccc(-c4cccc(Cl)c4)n3)C2)n1,O=C(c1cc[nH]n1)N1CCCC(c2cccc(-c3ccccc3)n2)C1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,0,0,0,1,-1.026568025,0.0
Mol578,25642172,CCN(CC)S(=O)(=O)c1ccc2c(c1)CCN2CC(=O)NCc1ccccc1F,emolecules,2.527626035,0.9964933,1.640580806,,,3.254931209,True,CCN(CC)S(=O)(=O)c1ccc2c(c1)CCN2CC(=O)NCc1ccccc1F,O=C(CN1CCc2ccccc21)NCc1ccccc1,1,aryl-F without CF3,1,1,0.034482758620689655,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4.0,4.0,0,0,0,-0.20663310783151842,-0.20663310783151842,-0.20663310783151842,0.12768117245770857,3.0,0.0,,,,-0.0,train,test,3,0,0,1,-0.727305174,0.0
Mol579,29965110,CNC(=O)CN(C)c1cccc(F)c1C#N,emolecules,0.675686709,-0.131891955,1.532754379,,,1.181957861,True,CNC(=O)CN(C)c1cccc(F)c1C#N,c1ccccc1,1,aryl-F without CF3,1,1,0.0625,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4.0,4.0,0,0,0,-0.20546242475485035,-0.20546242475485035,-0.20546242475485035,0.1425771298660499,3.0,0.0,,,,-0.0,train,train,0,1,0,1,-0.5062711520000001,1.0
Mol580,11652485,O=C(Cc1csc(-c2ccccn2)n1)NC1CCCCCC1,emolecules,1.939499285,-0.024701654,1.05804623,,,3.3586478,True,O=C(Cc1csc(-c2ccccn2)n1)NC1CCCCCC1,O=C(Cc1csc(-c2ccccn2)n1)NC1CCCCCC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,0,0,1,-1.419148515,0.0
Mol581,3565214,CN1C(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)C(=O)C1(C)C,emolecules,1.330088946,1.110659648,1.271609301,,,2.447496029,True,CN1C(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)C(=O)C1(C)C,O=C(CN1C(=O)CNC1=O)Nc1ccccc1-c1ccccc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,0,0,1,-1.1174070829999998,1.0
Mol582,49065818,Cc1nc(Cl)cc(Nc2ccc3c(c2)N(C)C(=O)CO3)n1,emolecules,1.538598866,-0.127475393,1.477555332,,,1.800428369,True,Cc1nc(Cl)cc(Nc2ccc3c(c2)N(C)C(=O)CO3)n1,O=C1COc2ccc(Nc3ccncn3)cc2N1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,3,0,0,1,-0.26182950299999996,1.0
Mol583,540123,COc1cc2nc(N)sc2cc1OC,emolecules,0.675686709,-0.175465056,1.513483957,,,1.098920479,True,COc1cc2nc(N)sc2cc1OC,c1ccc2scnc2c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,2,1,0,1,-0.42323376999999995,1.0
Mol584,338392,CCOC(=O)C1(Cc2cc(-c3ccc(F)cc3)no2)CCN(Cc2ccccc2O)CC1,emolecules,2.190611798,0.333624388,0.84135947,,,2.897525378,True,CCOC(=O)C1(Cc2cc(-c3ccc(F)cc3)no2)CCN(Cc2ccccc2O)CC1,c1ccc(CN2CCC(Cc3cc(-c4ccccc4)no3)CC2)cc1,1,aryl-F without CF3,1,1,0.03125,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,6.0,6.0,0,0,0,-0.20701174855238447,-0.20701174855238447,-0.20701174855238447,0.12275263578529501,3.0,0.0,,,,-0.0,train,test,3,0,0,1,-0.7069135800000002,0.0
